"","trial","stimulus","intensity","response","correct","condition","subject","axis","group"
"1",1,1,2,1,1,"post","1","pitch02hz","experimental"
"2",2,1,1,1,1,"post","1","pitch02hz","experimental"
"3",3,0,-4,0,1,"post","1","pitch02hz","experimental"
"4",4,1,4,0,0,"post","1","pitch02hz","experimental"
"5",5,1,1,0,0,"post","1","pitch02hz","experimental"
"6",6,0,-6,0,1,"post","1","pitch02hz","experimental"
"7",7,1,7,1,1,"post","1","pitch02hz","experimental"
"8",8,1,4,0,0,"post","1","pitch02hz","experimental"
"9",9,0,-1,1,0,"post","1","pitch02hz","experimental"
"10",10,0,-5,0,1,"post","1","pitch02hz","experimental"
"11",11,1,3,1,1,"post","1","pitch02hz","experimental"
"12",12,1,1,0,0,"post","1","pitch02hz","experimental"
"13",13,0,-3,1,0,"post","1","pitch02hz","experimental"
"14",14,0,-5,0,1,"post","1","pitch02hz","experimental"
"15",15,1,6,1,1,"post","1","pitch02hz","experimental"
"16",16,1,6,1,1,"post","1","pitch02hz","experimental"
"17",17,0,-5,0,1,"post","1","pitch02hz","experimental"
"18",18,1,1,1,1,"post","1","pitch02hz","experimental"
"19",19,0,-1,1,0,"post","1","pitch02hz","experimental"
"20",20,0,-3,1,0,"post","1","pitch02hz","experimental"
"21",21,1,4,1,1,"post","1","pitch02hz","experimental"
"22",22,1,5,0,0,"post","1","pitch02hz","experimental"
"23",23,0,-5,0,1,"post","1","pitch02hz","experimental"
"24",24,1,5,0,0,"post","1","pitch02hz","experimental"
"25",25,0,-4,0,1,"post","1","pitch02hz","experimental"
"26",26,1,2,0,0,"post","1","pitch02hz","experimental"
"27",27,1,2,0,0,"post","1","pitch02hz","experimental"
"28",28,0,-1,1,0,"post","1","pitch02hz","experimental"
"29",29,1,2,0,0,"post","1","pitch02hz","experimental"
"30",30,1,3,1,1,"post","1","pitch02hz","experimental"
"31",31,0,-5,0,1,"post","1","pitch02hz","experimental"
"32",32,0,-3,0,1,"post","1","pitch02hz","experimental"
"33",33,0,-5,0,1,"post","1","pitch02hz","experimental"
"34",34,1,6,1,1,"post","1","pitch02hz","experimental"
"35",35,1,7,1,1,"post","1","pitch02hz","experimental"
"36",36,0,-4,0,1,"post","1","pitch02hz","experimental"
"37",37,1,5,1,1,"post","1","pitch02hz","experimental"
"38",38,0,-7,0,1,"post","1","pitch02hz","experimental"
"39",39,1,3,0,0,"post","1","pitch02hz","experimental"
"40",40,1,7,1,1,"post","1","pitch02hz","experimental"
"41",41,0,-2,0,1,"post","1","pitch02hz","experimental"
"42",42,0,-2,0,1,"post","1","pitch02hz","experimental"
"43",43,1,5,0,0,"post","1","pitch02hz","experimental"
"44",44,1,3,0,0,"post","1","pitch02hz","experimental"
"45",45,1,7,1,1,"post","1","pitch02hz","experimental"
"46",46,0,-6,0,1,"post","1","pitch02hz","experimental"
"47",47,0,-4,0,1,"post","1","pitch02hz","experimental"
"48",48,0,-5,0,1,"post","1","pitch02hz","experimental"
"49",49,0,-4,0,1,"post","1","pitch02hz","experimental"
"50",50,1,4,1,1,"post","1","pitch02hz","experimental"
"51",51,0,-2,0,1,"post","1","pitch02hz","experimental"
"52",52,1,4,0,0,"post","1","pitch02hz","experimental"
"53",53,0,-5,1,0,"post","1","pitch02hz","experimental"
"54",54,0,-2,0,1,"post","1","pitch02hz","experimental"
"55",55,1,1,1,1,"post","1","pitch02hz","experimental"
"56",56,0,-6,0,1,"post","1","pitch02hz","experimental"
"57",57,0,-2,0,1,"post","1","pitch02hz","experimental"
"58",58,0,-5,0,1,"post","1","pitch02hz","experimental"
"59",59,1,2,0,0,"post","1","pitch02hz","experimental"
"60",60,0,-3,0,1,"post","1","pitch02hz","experimental"
"61",61,0,-2,0,1,"post","1","pitch02hz","experimental"
"62",62,1,5,0,0,"post","1","pitch02hz","experimental"
"63",63,1,3,0,0,"post","1","pitch02hz","experimental"
"64",64,0,-3,0,1,"post","1","pitch02hz","experimental"
"65",65,1,2,1,1,"post","1","pitch02hz","experimental"
"66",66,0,-3,1,0,"post","1","pitch02hz","experimental"
"67",67,1,7,1,1,"post","1","pitch02hz","experimental"
"68",68,1,7,1,1,"post","1","pitch02hz","experimental"
"69",69,0,-7,0,1,"post","1","pitch02hz","experimental"
"70",70,0,-3,0,1,"post","1","pitch02hz","experimental"
"71",71,1,5,1,1,"post","1","pitch02hz","experimental"
"72",72,0,-2,0,1,"post","1","pitch02hz","experimental"
"73",73,0,-5,0,1,"post","1","pitch02hz","experimental"
"74",74,1,1,0,0,"post","1","pitch02hz","experimental"
"75",75,1,5,1,1,"post","1","pitch02hz","experimental"
"76",76,1,3,0,0,"post","1","pitch02hz","experimental"
"77",77,1,3,0,0,"post","1","pitch02hz","experimental"
"78",78,0,-2,1,0,"post","1","pitch02hz","experimental"
"79",79,0,-7,0,1,"post","1","pitch02hz","experimental"
"80",80,0,-6,0,1,"post","1","pitch02hz","experimental"
"81",81,0,-7,0,1,"post","1","pitch02hz","experimental"
"82",82,0,-7,0,1,"post","1","pitch02hz","experimental"
"83",83,1,6,1,1,"post","1","pitch02hz","experimental"
"84",84,1,6,1,1,"post","1","pitch02hz","experimental"
"85",85,0,-6,0,1,"post","1","pitch02hz","experimental"
"86",86,0,-1,1,0,"post","1","pitch02hz","experimental"
"87",87,1,3,1,1,"post","1","pitch02hz","experimental"
"88",88,0,-6,0,1,"post","1","pitch02hz","experimental"
"89",89,1,4,1,1,"post","1","pitch02hz","experimental"
"90",90,0,-4,0,1,"post","1","pitch02hz","experimental"
"91",91,0,-4,1,0,"post","1","pitch02hz","experimental"
"92",92,1,4,0,0,"post","1","pitch02hz","experimental"
"93",93,0,-3,0,1,"post","1","pitch02hz","experimental"
"94",94,1,2,1,1,"post","1","pitch02hz","experimental"
"95",95,1,5,0,0,"post","1","pitch02hz","experimental"
"96",96,0,-3,0,1,"post","1","pitch02hz","experimental"
"97",97,0,-7,0,1,"post","1","pitch02hz","experimental"
"98",98,0,-1,0,1,"post","1","pitch02hz","experimental"
"99",99,1,5,1,1,"post","1","pitch02hz","experimental"
"100",100,1,1,0,0,"post","1","pitch02hz","experimental"
"101",101,0,-4,0,1,"post","1","pitch02hz","experimental"
"102",102,1,7,1,1,"post","1","pitch02hz","experimental"
"103",103,0,-2,1,0,"post","1","pitch02hz","experimental"
"104",104,0,-7,0,1,"post","1","pitch02hz","experimental"
"105",105,1,6,1,1,"post","1","pitch02hz","experimental"
"106",106,1,2,1,1,"post","1","pitch02hz","experimental"
"107",107,0,-4,0,1,"post","1","pitch02hz","experimental"
"108",108,1,1,0,0,"post","1","pitch02hz","experimental"
"109",109,0,-7,0,1,"post","1","pitch02hz","experimental"
"110",110,0,-3,0,1,"post","1","pitch02hz","experimental"
"111",111,1,4,0,0,"post","1","pitch02hz","experimental"
"112",112,0,-1,1,0,"post","1","pitch02hz","experimental"
"113",113,1,2,0,0,"post","1","pitch02hz","experimental"
"114",114,1,6,1,1,"post","1","pitch02hz","experimental"
"115",115,0,-6,0,1,"post","1","pitch02hz","experimental"
"116",116,1,7,1,1,"post","1","pitch02hz","experimental"
"117",117,0,-7,0,1,"post","1","pitch02hz","experimental"
"118",118,0,-1,0,1,"post","1","pitch02hz","experimental"
"119",119,1,4,0,0,"post","1","pitch02hz","experimental"
"120",120,1,6,0,0,"post","1","pitch02hz","experimental"
"121",121,1,7,0,0,"post","1","pitch02hz","experimental"
"122",122,1,3,1,1,"post","1","pitch02hz","experimental"
"123",123,1,1,0,0,"post","1","pitch02hz","experimental"
"124",124,0,-7,0,1,"post","1","pitch02hz","experimental"
"125",125,0,-1,0,1,"post","1","pitch02hz","experimental"
"126",126,1,7,1,1,"post","1","pitch02hz","experimental"
"127",127,0,-2,0,1,"post","1","pitch02hz","experimental"
"128",128,1,5,0,0,"post","1","pitch02hz","experimental"
"129",129,0,-1,1,0,"post","1","pitch02hz","experimental"
"130",130,0,-6,0,1,"post","1","pitch02hz","experimental"
"131",131,1,4,0,0,"post","1","pitch02hz","experimental"
"132",132,0,-1,0,1,"post","1","pitch02hz","experimental"
"133",133,1,3,0,0,"post","1","pitch02hz","experimental"
"134",134,0,-4,0,1,"post","1","pitch02hz","experimental"
"135",135,0,-6,0,1,"post","1","pitch02hz","experimental"
"136",136,1,6,1,1,"post","1","pitch02hz","experimental"
"137",137,1,2,0,0,"post","1","pitch02hz","experimental"
"138",138,1,6,1,1,"post","1","pitch02hz","experimental"
"139",139,0,-6,0,1,"post","1","pitch02hz","experimental"
"140",140,1,1,0,0,"post","1","pitch02hz","experimental"
"141",1,0,-1,1,0,"post","1","roll02hz","experimental"
"142",2,1,4,1,1,"post","1","roll02hz","experimental"
"143",3,0,-2,1,0,"post","1","roll02hz","experimental"
"144",4,0,-5,0,1,"post","1","roll02hz","experimental"
"145",5,0,-5,0,1,"post","1","roll02hz","experimental"
"146",6,0,-6,0,1,"post","1","roll02hz","experimental"
"147",7,1,3,1,1,"post","1","roll02hz","experimental"
"148",8,1,5,1,1,"post","1","roll02hz","experimental"
"149",9,1,3,1,1,"post","1","roll02hz","experimental"
"150",10,1,4,1,1,"post","1","roll02hz","experimental"
"151",11,1,7,1,1,"post","1","roll02hz","experimental"
"152",12,0,-2,1,0,"post","1","roll02hz","experimental"
"153",13,1,1,0,0,"post","1","roll02hz","experimental"
"154",14,1,7,1,1,"post","1","roll02hz","experimental"
"155",15,0,-7,0,1,"post","1","roll02hz","experimental"
"156",16,1,4,1,1,"post","1","roll02hz","experimental"
"157",17,1,5,1,1,"post","1","roll02hz","experimental"
"158",18,0,-1,0,1,"post","1","roll02hz","experimental"
"159",19,0,-1,1,0,"post","1","roll02hz","experimental"
"160",20,1,6,1,1,"post","1","roll02hz","experimental"
"161",21,1,3,1,1,"post","1","roll02hz","experimental"
"162",22,0,-4,0,1,"post","1","roll02hz","experimental"
"163",23,1,3,1,1,"post","1","roll02hz","experimental"
"164",24,0,-7,0,1,"post","1","roll02hz","experimental"
"165",25,0,-4,1,0,"post","1","roll02hz","experimental"
"166",26,0,-4,0,1,"post","1","roll02hz","experimental"
"167",27,0,-3,1,0,"post","1","roll02hz","experimental"
"168",28,0,-7,0,1,"post","1","roll02hz","experimental"
"169",29,0,-1,0,1,"post","1","roll02hz","experimental"
"170",30,1,7,1,1,"post","1","roll02hz","experimental"
"171",31,0,-7,0,1,"post","1","roll02hz","experimental"
"172",32,1,7,1,1,"post","1","roll02hz","experimental"
"173",33,0,-3,0,1,"post","1","roll02hz","experimental"
"174",34,0,-6,0,1,"post","1","roll02hz","experimental"
"175",35,0,-6,0,1,"post","1","roll02hz","experimental"
"176",36,1,7,1,1,"post","1","roll02hz","experimental"
"177",37,1,2,1,1,"post","1","roll02hz","experimental"
"178",38,0,-2,0,1,"post","1","roll02hz","experimental"
"179",39,1,2,0,0,"post","1","roll02hz","experimental"
"180",40,0,-5,0,1,"post","1","roll02hz","experimental"
"181",41,1,1,1,1,"post","1","roll02hz","experimental"
"182",42,0,-2,0,1,"post","1","roll02hz","experimental"
"183",43,1,5,1,1,"post","1","roll02hz","experimental"
"184",44,0,-1,0,1,"post","1","roll02hz","experimental"
"185",45,1,7,1,1,"post","1","roll02hz","experimental"
"186",46,1,6,1,1,"post","1","roll02hz","experimental"
"187",47,1,2,1,1,"post","1","roll02hz","experimental"
"188",48,0,-4,0,1,"post","1","roll02hz","experimental"
"189",49,0,-7,0,1,"post","1","roll02hz","experimental"
"190",50,0,-7,0,1,"post","1","roll02hz","experimental"
"191",51,1,5,1,1,"post","1","roll02hz","experimental"
"192",52,0,-6,0,1,"post","1","roll02hz","experimental"
"193",53,1,2,1,1,"post","1","roll02hz","experimental"
"194",54,1,2,1,1,"post","1","roll02hz","experimental"
"195",55,0,-3,0,1,"post","1","roll02hz","experimental"
"196",56,0,-1,0,1,"post","1","roll02hz","experimental"
"197",57,1,7,1,1,"post","1","roll02hz","experimental"
"198",58,1,3,1,1,"post","1","roll02hz","experimental"
"199",59,1,1,1,1,"post","1","roll02hz","experimental"
"200",60,0,-6,0,1,"post","1","roll02hz","experimental"
"201",61,0,-7,0,1,"post","1","roll02hz","experimental"
"202",62,1,2,1,1,"post","1","roll02hz","experimental"
"203",63,1,6,1,1,"post","1","roll02hz","experimental"
"204",64,0,-2,1,0,"post","1","roll02hz","experimental"
"205",65,1,6,1,1,"post","1","roll02hz","experimental"
"206",66,0,-2,1,0,"post","1","roll02hz","experimental"
"207",67,1,1,1,1,"post","1","roll02hz","experimental"
"208",68,1,3,0,0,"post","1","roll02hz","experimental"
"209",69,0,-3,1,0,"post","1","roll02hz","experimental"
"210",70,1,2,0,0,"post","1","roll02hz","experimental"
"211",71,0,-1,1,0,"post","1","roll02hz","experimental"
"212",72,1,4,1,1,"post","1","roll02hz","experimental"
"213",73,1,4,0,0,"post","1","roll02hz","experimental"
"214",74,0,-6,0,1,"post","1","roll02hz","experimental"
"215",75,0,-5,0,1,"post","1","roll02hz","experimental"
"216",76,1,5,1,1,"post","1","roll02hz","experimental"
"217",77,0,-2,1,0,"post","1","roll02hz","experimental"
"218",78,1,4,0,0,"post","1","roll02hz","experimental"
"219",79,0,-4,0,1,"post","1","roll02hz","experimental"
"220",80,0,-1,1,0,"post","1","roll02hz","experimental"
"221",81,0,-5,0,1,"post","1","roll02hz","experimental"
"222",82,1,3,1,1,"post","1","roll02hz","experimental"
"223",83,1,6,1,1,"post","1","roll02hz","experimental"
"224",84,1,4,1,1,"post","1","roll02hz","experimental"
"225",85,1,1,0,0,"post","1","roll02hz","experimental"
"226",86,1,3,1,1,"post","1","roll02hz","experimental"
"227",87,1,3,0,0,"post","1","roll02hz","experimental"
"228",88,0,-5,0,1,"post","1","roll02hz","experimental"
"229",89,0,-2,1,0,"post","1","roll02hz","experimental"
"230",90,1,4,1,1,"post","1","roll02hz","experimental"
"231",91,0,-4,0,1,"post","1","roll02hz","experimental"
"232",92,0,-7,0,1,"post","1","roll02hz","experimental"
"233",93,1,2,1,1,"post","1","roll02hz","experimental"
"234",94,1,2,1,1,"post","1","roll02hz","experimental"
"235",95,0,-6,0,1,"post","1","roll02hz","experimental"
"236",96,1,5,1,1,"post","1","roll02hz","experimental"
"237",97,0,-4,0,1,"post","1","roll02hz","experimental"
"238",98,0,-3,1,0,"post","1","roll02hz","experimental"
"239",99,0,-1,1,0,"post","1","roll02hz","experimental"
"240",100,1,6,1,1,"post","1","roll02hz","experimental"
"241",101,0,-5,0,1,"post","1","roll02hz","experimental"
"242",102,0,-6,0,1,"post","1","roll02hz","experimental"
"243",103,0,-4,0,1,"post","1","roll02hz","experimental"
"244",104,1,2,1,1,"post","1","roll02hz","experimental"
"245",105,1,6,1,1,"post","1","roll02hz","experimental"
"246",106,1,7,1,1,"post","1","roll02hz","experimental"
"247",107,0,-7,0,1,"post","1","roll02hz","experimental"
"248",108,1,5,1,1,"post","1","roll02hz","experimental"
"249",109,1,1,1,1,"post","1","roll02hz","experimental"
"250",110,0,-4,0,1,"post","1","roll02hz","experimental"
"251",111,0,-3,1,0,"post","1","roll02hz","experimental"
"252",112,1,5,1,1,"post","1","roll02hz","experimental"
"253",113,1,4,1,1,"post","1","roll02hz","experimental"
"254",114,1,1,0,0,"post","1","roll02hz","experimental"
"255",115,1,5,1,1,"post","1","roll02hz","experimental"
"256",116,0,-5,1,0,"post","1","roll02hz","experimental"
"257",117,0,-6,0,1,"post","1","roll02hz","experimental"
"258",118,1,6,1,1,"post","1","roll02hz","experimental"
"259",119,1,7,1,1,"post","1","roll02hz","experimental"
"260",120,1,1,1,1,"post","1","roll02hz","experimental"
"261",121,0,-1,0,1,"post","1","roll02hz","experimental"
"262",122,0,-3,1,0,"post","1","roll02hz","experimental"
"263",123,0,-6,0,1,"post","1","roll02hz","experimental"
"264",124,1,1,1,1,"post","1","roll02hz","experimental"
"265",125,1,6,1,1,"post","1","roll02hz","experimental"
"266",126,0,-3,0,1,"post","1","roll02hz","experimental"
"267",127,1,6,1,1,"post","1","roll02hz","experimental"
"268",128,0,-3,1,0,"post","1","roll02hz","experimental"
"269",129,1,1,0,0,"post","1","roll02hz","experimental"
"270",130,0,-7,0,1,"post","1","roll02hz","experimental"
"271",131,1,7,1,1,"post","1","roll02hz","experimental"
"272",132,0,-2,1,0,"post","1","roll02hz","experimental"
"273",133,1,5,1,1,"post","1","roll02hz","experimental"
"274",134,0,-2,0,1,"post","1","roll02hz","experimental"
"275",135,0,-4,1,0,"post","1","roll02hz","experimental"
"276",136,1,3,1,1,"post","1","roll02hz","experimental"
"277",137,0,-5,0,1,"post","1","roll02hz","experimental"
"278",138,1,4,1,1,"post","1","roll02hz","experimental"
"279",139,0,-3,0,1,"post","1","roll02hz","experimental"
"280",140,0,-5,0,1,"post","1","roll02hz","experimental"
"281",1,1,4,1,1,"post","1","roll1hz","experimental"
"282",2,0,-5,0,1,"post","1","roll1hz","experimental"
"283",3,1,4,1,1,"post","1","roll1hz","experimental"
"284",4,1,2,0,0,"post","1","roll1hz","experimental"
"285",5,0,-7,0,1,"post","1","roll1hz","experimental"
"286",6,0,-3,0,1,"post","1","roll1hz","experimental"
"287",7,0,-6,0,1,"post","1","roll1hz","experimental"
"288",8,0,-2,0,1,"post","1","roll1hz","experimental"
"289",9,0,-7,0,1,"post","1","roll1hz","experimental"
"290",10,0,-2,0,1,"post","1","roll1hz","experimental"
"291",11,1,6,1,1,"post","1","roll1hz","experimental"
"292",12,1,5,1,1,"post","1","roll1hz","experimental"
"293",13,0,-2,1,0,"post","1","roll1hz","experimental"
"294",14,1,7,1,1,"post","1","roll1hz","experimental"
"295",15,1,2,0,0,"post","1","roll1hz","experimental"
"296",16,1,4,1,1,"post","1","roll1hz","experimental"
"297",17,0,-1,1,0,"post","1","roll1hz","experimental"
"298",18,1,4,1,1,"post","1","roll1hz","experimental"
"299",19,0,-6,0,1,"post","1","roll1hz","experimental"
"300",20,1,6,1,1,"post","1","roll1hz","experimental"
"301",21,0,-3,0,1,"post","1","roll1hz","experimental"
"302",22,0,-3,1,0,"post","1","roll1hz","experimental"
"303",23,1,7,0,0,"post","1","roll1hz","experimental"
"304",24,1,7,1,1,"post","1","roll1hz","experimental"
"305",25,1,6,0,0,"post","1","roll1hz","experimental"
"306",26,1,2,1,1,"post","1","roll1hz","experimental"
"307",27,0,-3,1,0,"post","1","roll1hz","experimental"
"308",28,1,3,1,1,"post","1","roll1hz","experimental"
"309",29,0,-1,0,1,"post","1","roll1hz","experimental"
"310",30,0,-4,1,0,"post","1","roll1hz","experimental"
"311",31,1,1,1,1,"post","1","roll1hz","experimental"
"312",32,0,-4,0,1,"post","1","roll1hz","experimental"
"313",33,1,1,1,1,"post","1","roll1hz","experimental"
"314",34,1,2,1,1,"post","1","roll1hz","experimental"
"315",35,1,3,1,1,"post","1","roll1hz","experimental"
"316",36,0,-1,0,1,"post","1","roll1hz","experimental"
"317",37,1,3,1,1,"post","1","roll1hz","experimental"
"318",38,1,2,0,0,"post","1","roll1hz","experimental"
"319",39,0,-6,0,1,"post","1","roll1hz","experimental"
"320",40,0,-4,0,1,"post","1","roll1hz","experimental"
"321",41,0,-7,0,1,"post","1","roll1hz","experimental"
"322",42,1,5,0,0,"post","1","roll1hz","experimental"
"323",43,1,5,1,1,"post","1","roll1hz","experimental"
"324",44,1,7,1,1,"post","1","roll1hz","experimental"
"325",45,0,-3,0,1,"post","1","roll1hz","experimental"
"326",46,0,-2,1,0,"post","1","roll1hz","experimental"
"327",47,0,-4,0,1,"post","1","roll1hz","experimental"
"328",48,1,7,1,1,"post","1","roll1hz","experimental"
"329",49,0,-7,0,1,"post","1","roll1hz","experimental"
"330",50,0,-2,1,0,"post","1","roll1hz","experimental"
"331",51,0,-1,0,1,"post","1","roll1hz","experimental"
"332",52,1,2,0,0,"post","1","roll1hz","experimental"
"333",53,1,6,1,1,"post","1","roll1hz","experimental"
"334",54,1,1,1,1,"post","1","roll1hz","experimental"
"335",55,0,-5,0,1,"post","1","roll1hz","experimental"
"336",56,0,-6,0,1,"post","1","roll1hz","experimental"
"337",57,1,5,1,1,"post","1","roll1hz","experimental"
"338",58,1,7,1,1,"post","1","roll1hz","experimental"
"339",59,1,1,1,1,"post","1","roll1hz","experimental"
"340",60,1,4,1,1,"post","1","roll1hz","experimental"
"341",61,0,-3,1,0,"post","1","roll1hz","experimental"
"342",62,0,-6,0,1,"post","1","roll1hz","experimental"
"343",63,1,6,1,1,"post","1","roll1hz","experimental"
"344",64,0,-7,0,1,"post","1","roll1hz","experimental"
"345",65,1,5,1,1,"post","1","roll1hz","experimental"
"346",66,1,4,1,1,"post","1","roll1hz","experimental"
"347",67,1,7,1,1,"post","1","roll1hz","experimental"
"348",68,0,-6,0,1,"post","1","roll1hz","experimental"
"349",69,0,-7,0,1,"post","1","roll1hz","experimental"
"350",70,1,7,1,1,"post","1","roll1hz","experimental"
"351",71,0,-6,0,1,"post","1","roll1hz","experimental"
"352",72,0,-2,0,1,"post","1","roll1hz","experimental"
"353",73,0,-1,1,0,"post","1","roll1hz","experimental"
"354",74,0,-1,0,1,"post","1","roll1hz","experimental"
"355",75,1,3,1,1,"post","1","roll1hz","experimental"
"356",76,0,-4,0,1,"post","1","roll1hz","experimental"
"357",77,1,2,1,1,"post","1","roll1hz","experimental"
"358",78,0,-2,1,0,"post","1","roll1hz","experimental"
"359",79,1,5,1,1,"post","1","roll1hz","experimental"
"360",80,1,3,0,0,"post","1","roll1hz","experimental"
"361",81,1,1,0,0,"post","1","roll1hz","experimental"
"362",82,0,-2,0,1,"post","1","roll1hz","experimental"
"363",83,1,5,1,1,"post","1","roll1hz","experimental"
"364",84,0,-2,0,1,"post","1","roll1hz","experimental"
"365",85,1,6,1,1,"post","1","roll1hz","experimental"
"366",86,0,-4,0,1,"post","1","roll1hz","experimental"
"367",87,1,6,1,1,"post","1","roll1hz","experimental"
"368",88,0,-4,1,0,"post","1","roll1hz","experimental"
"369",89,0,-1,0,1,"post","1","roll1hz","experimental"
"370",90,0,-2,0,1,"post","1","roll1hz","experimental"
"371",91,0,-4,1,0,"post","1","roll1hz","experimental"
"372",92,0,-4,0,1,"post","1","roll1hz","experimental"
"373",93,1,6,1,1,"post","1","roll1hz","experimental"
"374",94,0,-6,0,1,"post","1","roll1hz","experimental"
"375",95,0,-3,0,1,"post","1","roll1hz","experimental"
"376",96,1,3,0,0,"post","1","roll1hz","experimental"
"377",97,0,-5,0,1,"post","1","roll1hz","experimental"
"378",98,1,4,1,1,"post","1","roll1hz","experimental"
"379",99,0,-1,0,1,"post","1","roll1hz","experimental"
"380",100,0,-5,0,1,"post","1","roll1hz","experimental"
"381",101,1,3,0,0,"post","1","roll1hz","experimental"
"382",102,0,-1,0,1,"post","1","roll1hz","experimental"
"383",103,1,1,0,0,"post","1","roll1hz","experimental"
"384",104,1,1,0,0,"post","1","roll1hz","experimental"
"385",105,1,3,1,1,"post","1","roll1hz","experimental"
"386",106,0,-3,0,1,"post","1","roll1hz","experimental"
"387",107,0,-5,0,1,"post","1","roll1hz","experimental"
"388",108,1,3,1,1,"post","1","roll1hz","experimental"
"389",109,0,-3,0,1,"post","1","roll1hz","experimental"
"390",110,0,-7,0,1,"post","1","roll1hz","experimental"
"391",111,0,-5,0,1,"post","1","roll1hz","experimental"
"392",112,1,5,0,0,"post","1","roll1hz","experimental"
"393",113,1,3,1,1,"post","1","roll1hz","experimental"
"394",114,1,7,1,1,"post","1","roll1hz","experimental"
"395",115,1,2,0,0,"post","1","roll1hz","experimental"
"396",116,1,1,1,1,"post","1","roll1hz","experimental"
"397",117,0,-5,0,1,"post","1","roll1hz","experimental"
"398",118,0,-1,1,0,"post","1","roll1hz","experimental"
"399",119,0,-5,0,1,"post","1","roll1hz","experimental"
"400",120,1,6,1,1,"post","1","roll1hz","experimental"
"401",121,0,-5,0,1,"post","1","roll1hz","experimental"
"402",122,1,1,0,0,"post","1","roll1hz","experimental"
"403",123,0,-6,0,1,"post","1","roll1hz","experimental"
"404",124,1,4,0,0,"post","1","roll1hz","experimental"
"405",125,0,-6,0,1,"post","1","roll1hz","experimental"
"406",126,1,6,1,1,"post","1","roll1hz","experimental"
"407",127,0,-3,0,1,"post","1","roll1hz","experimental"
"408",128,0,-4,0,1,"post","1","roll1hz","experimental"
"409",129,1,2,0,0,"post","1","roll1hz","experimental"
"410",130,0,-7,0,1,"post","1","roll1hz","experimental"
"411",131,1,1,0,0,"post","1","roll1hz","experimental"
"412",132,1,5,1,1,"post","1","roll1hz","experimental"
"413",133,0,-5,0,1,"post","1","roll1hz","experimental"
"414",134,1,5,1,1,"post","1","roll1hz","experimental"
"415",135,1,2,0,0,"post","1","roll1hz","experimental"
"416",136,1,4,0,0,"post","1","roll1hz","experimental"
"417",137,0,-7,0,1,"post","1","roll1hz","experimental"
"418",138,1,7,1,1,"post","1","roll1hz","experimental"
"419",139,0,-7,0,1,"post","1","roll1hz","experimental"
"420",140,1,4,1,1,"post","1","roll1hz","experimental"
"421",1,1,3,1,1,"post","1","yaxis02hz","experimental"
"422",2,0,-1,0,1,"post","1","yaxis02hz","experimental"
"423",3,1,1,1,1,"post","1","yaxis02hz","experimental"
"424",4,0,-1,1,0,"post","1","yaxis02hz","experimental"
"425",5,0,-1,1,0,"post","1","yaxis02hz","experimental"
"426",6,0,-7,1,0,"post","1","yaxis02hz","experimental"
"427",7,1,7,0,0,"post","1","yaxis02hz","experimental"
"428",8,1,3,0,0,"post","1","yaxis02hz","experimental"
"429",9,0,-1,1,0,"post","1","yaxis02hz","experimental"
"430",10,0,-1,1,0,"post","1","yaxis02hz","experimental"
"431",11,0,-1,1,0,"post","1","yaxis02hz","experimental"
"432",12,1,1,1,1,"post","1","yaxis02hz","experimental"
"433",13,0,-1,1,0,"post","1","yaxis02hz","experimental"
"434",14,1,1,1,1,"post","1","yaxis02hz","experimental"
"435",15,1,4,1,1,"post","1","yaxis02hz","experimental"
"436",16,0,-3,1,0,"post","1","yaxis02hz","experimental"
"437",17,1,4,1,1,"post","1","yaxis02hz","experimental"
"438",18,0,-1,0,1,"post","1","yaxis02hz","experimental"
"439",19,0,-1,1,0,"post","1","yaxis02hz","experimental"
"440",20,1,1,1,1,"post","1","yaxis02hz","experimental"
"441",21,0,-1,1,0,"post","1","yaxis02hz","experimental"
"442",22,0,-1,0,1,"post","1","yaxis02hz","experimental"
"443",23,0,-1,1,0,"post","1","yaxis02hz","experimental"
"444",24,1,4,1,1,"post","1","yaxis02hz","experimental"
"445",25,0,-3,1,0,"post","1","yaxis02hz","experimental"
"446",26,1,7,0,0,"post","1","yaxis02hz","experimental"
"447",27,1,4,1,1,"post","1","yaxis02hz","experimental"
"448",28,1,1,1,1,"post","1","yaxis02hz","experimental"
"449",29,1,1,1,1,"post","1","yaxis02hz","experimental"
"450",30,0,-4,0,1,"post","1","yaxis02hz","experimental"
"451",31,1,1,1,1,"post","1","yaxis02hz","experimental"
"452",32,0,-4,1,0,"post","1","yaxis02hz","experimental"
"453",33,1,1,1,1,"post","1","yaxis02hz","experimental"
"454",34,1,1,1,1,"post","1","yaxis02hz","experimental"
"455",35,1,1,0,0,"post","1","yaxis02hz","experimental"
"456",36,0,-1,1,0,"post","1","yaxis02hz","experimental"
"457",37,1,1,1,1,"post","1","yaxis02hz","experimental"
"458",38,1,1,0,0,"post","1","yaxis02hz","experimental"
"459",39,0,-3,1,0,"post","1","yaxis02hz","experimental"
"460",40,0,-1,1,0,"post","1","yaxis02hz","experimental"
"461",41,0,-1,1,0,"post","1","yaxis02hz","experimental"
"462",42,0,-7,0,1,"post","1","yaxis02hz","experimental"
"463",43,1,1,1,1,"post","1","yaxis02hz","experimental"
"464",44,0,-7,1,0,"post","1","yaxis02hz","experimental"
"465",45,1,4,1,1,"post","1","yaxis02hz","experimental"
