"","trial","stimulus","intensity","response","correct","condition","subject","axis","group"
"14097",57,1,3,1,1,"pre","13","pitch02hz","control"
"14098",58,0,-1,1,0,"pre","13","pitch02hz","control"
"14099",59,1,3,0,0,"pre","13","pitch02hz","control"
"14100",60,1,6,1,1,"pre","13","pitch02hz","control"
"14101",61,0,-2,1,0,"pre","13","pitch02hz","control"
"14102",62,1,5,0,0,"pre","13","pitch02hz","control"
"14103",63,0,-1,1,0,"pre","13","pitch02hz","control"
"14104",64,0,-4,0,1,"pre","13","pitch02hz","control"
"14105",65,0,-6,0,1,"pre","13","pitch02hz","control"
"14106",66,1,4,1,1,"pre","13","pitch02hz","control"
"14107",67,0,-4,0,1,"pre","13","pitch02hz","control"
"14108",68,0,-6,1,0,"pre","13","pitch02hz","control"
"14109",69,0,-6,1,0,"pre","13","pitch02hz","control"
"14110",70,1,4,1,1,"pre","13","pitch02hz","control"
"14111",71,1,2,0,0,"pre","13","pitch02hz","control"
"14112",72,1,7,1,1,"pre","13","pitch02hz","control"
"14113",73,1,5,0,0,"pre","13","pitch02hz","control"
"14114",74,1,2,1,1,"pre","13","pitch02hz","control"
"14115",75,1,2,1,1,"pre","13","pitch02hz","control"
"14116",76,0,-2,0,1,"pre","13","pitch02hz","control"
"14117",77,0,-7,0,1,"pre","13","pitch02hz","control"
"14118",78,0,-2,1,0,"pre","13","pitch02hz","control"
"14119",79,1,3,1,1,"pre","13","pitch02hz","control"
"14120",80,0,-2,0,1,"pre","13","pitch02hz","control"
"14121",81,0,-3,1,0,"pre","13","pitch02hz","control"
"14122",82,0,-3,1,0,"pre","13","pitch02hz","control"
"14123",83,0,-1,1,0,"pre","13","pitch02hz","control"
"14124",84,0,-6,0,1,"pre","13","pitch02hz","control"
"14125",85,1,1,1,1,"pre","13","pitch02hz","control"
"14126",86,0,-3,0,1,"pre","13","pitch02hz","control"
"14127",87,1,1,1,1,"pre","13","pitch02hz","control"
"14128",88,0,-1,0,1,"pre","13","pitch02hz","control"
"14129",89,1,1,1,1,"pre","13","pitch02hz","control"
"14130",90,0,-7,0,1,"pre","13","pitch02hz","control"
"14131",91,1,5,1,1,"pre","13","pitch02hz","control"
"14132",92,0,-5,1,0,"pre","13","pitch02hz","control"
"14133",93,0,-5,0,1,"pre","13","pitch02hz","control"
"14134",94,0,-1,1,0,"pre","13","pitch02hz","control"
"14135",95,1,2,0,0,"pre","13","pitch02hz","control"
"14136",96,0,-6,0,1,"pre","13","pitch02hz","control"
"14137",97,1,3,1,1,"pre","13","pitch02hz","control"
"14138",98,0,-2,1,0,"pre","13","pitch02hz","control"
"14139",99,0,-3,0,1,"pre","13","pitch02hz","control"
"14140",100,1,2,0,0,"pre","13","pitch02hz","control"
"14141",101,1,7,1,1,"pre","13","pitch02hz","control"
"14142",102,1,4,1,1,"pre","13","pitch02hz","control"
"14143",103,1,1,1,1,"pre","13","pitch02hz","control"
"14144",104,1,5,1,1,"pre","13","pitch02hz","control"
"14145",105,1,4,1,1,"pre","13","pitch02hz","control"
"14146",106,0,-5,0,1,"pre","13","pitch02hz","control"
"14147",107,0,-4,1,0,"pre","13","pitch02hz","control"
"14148",108,0,-6,1,0,"pre","13","pitch02hz","control"
"14149",109,1,3,1,1,"pre","13","pitch02hz","control"
"14150",110,1,6,1,1,"pre","13","pitch02hz","control"
"14151",111,1,2,1,1,"pre","13","pitch02hz","control"
"14152",112,1,7,1,1,"pre","13","pitch02hz","control"
"14153",113,0,-3,0,1,"pre","13","pitch02hz","control"
"14154",114,0,-6,0,1,"pre","13","pitch02hz","control"
"14155",115,0,-2,1,0,"pre","13","pitch02hz","control"
"14156",116,1,2,1,1,"pre","13","pitch02hz","control"
"14157",117,0,-7,0,1,"pre","13","pitch02hz","control"
"14158",118,0,-7,0,1,"pre","13","pitch02hz","control"
"14159",119,1,3,1,1,"pre","13","pitch02hz","control"
"14160",120,1,1,1,1,"pre","13","pitch02hz","control"
"14161",121,1,5,1,1,"pre","13","pitch02hz","control"
"14162",122,0,-7,0,1,"pre","13","pitch02hz","control"
"14163",123,0,-7,0,1,"pre","13","pitch02hz","control"
"14164",124,0,-4,1,0,"pre","13","pitch02hz","control"
"14165",125,1,4,1,1,"pre","13","pitch02hz","control"
"14166",126,0,-4,1,0,"pre","13","pitch02hz","control"
"14167",127,1,5,1,1,"pre","13","pitch02hz","control"
"14168",128,0,-1,0,1,"pre","13","pitch02hz","control"
"14169",129,0,-5,0,1,"pre","13","pitch02hz","control"
"14170",130,0,-1,1,0,"pre","13","pitch02hz","control"
"14171",131,0,-5,0,1,"pre","13","pitch02hz","control"
"14172",132,1,6,1,1,"pre","13","pitch02hz","control"
"14173",133,0,-6,1,0,"pre","13","pitch02hz","control"
"14174",134,1,3,1,1,"pre","13","pitch02hz","control"
"14175",135,0,-7,0,1,"pre","13","pitch02hz","control"
"14176",136,1,5,1,1,"pre","13","pitch02hz","control"
"14177",137,0,-1,1,0,"pre","13","pitch02hz","control"
"14178",138,0,-4,0,1,"pre","13","pitch02hz","control"
"14179",139,1,6,1,1,"pre","13","pitch02hz","control"
"14180",140,0,-1,1,0,"pre","13","pitch02hz","control"
"14181",1,0,-2,1,0,"pre","13","roll02hz","control"
"14182",2,0,-5,0,1,"pre","13","roll02hz","control"
"14183",3,1,2,1,1,"pre","13","roll02hz","control"
"14184",4,1,7,1,1,"pre","13","roll02hz","control"
"14185",5,1,2,0,0,"pre","13","roll02hz","control"
"14186",6,0,-4,0,1,"pre","13","roll02hz","control"
"14187",7,0,-2,1,0,"pre","13","roll02hz","control"
"14188",8,0,-1,0,1,"pre","13","roll02hz","control"
"14189",9,0,-4,1,0,"pre","13","roll02hz","control"
"14190",10,1,1,1,1,"pre","13","roll02hz","control"
"14191",11,1,6,1,1,"pre","13","roll02hz","control"
"14192",12,1,7,1,1,"pre","13","roll02hz","control"
"14193",13,0,-6,0,1,"pre","13","roll02hz","control"
"14194",14,0,-3,1,0,"pre","13","roll02hz","control"
"14195",15,0,-5,0,1,"pre","13","roll02hz","control"
"14196",16,0,-4,1,0,"pre","13","roll02hz","control"
"14197",17,0,-5,0,1,"pre","13","roll02hz","control"
"14198",18,1,7,1,1,"pre","13","roll02hz","control"
"14199",19,1,4,0,0,"pre","13","roll02hz","control"
"14200",20,1,3,0,0,"pre","13","roll02hz","control"
"14201",21,0,-2,1,0,"pre","13","roll02hz","control"
"14202",22,0,-7,0,1,"pre","13","roll02hz","control"
"14203",23,0,-3,1,0,"pre","13","roll02hz","control"
"14204",24,0,-1,0,1,"pre","13","roll02hz","control"
"14205",25,0,-7,0,1,"pre","13","roll02hz","control"
"14206",26,0,-5,0,1,"pre","13","roll02hz","control"
"14207",27,0,-7,0,1,"pre","13","roll02hz","control"
"14208",28,1,2,1,1,"pre","13","roll02hz","control"
"14209",29,0,-4,0,1,"pre","13","roll02hz","control"
"14210",30,0,-2,1,0,"pre","13","roll02hz","control"
"14211",31,1,7,1,1,"pre","13","roll02hz","control"
"14212",32,0,-6,0,1,"pre","13","roll02hz","control"
"14213",33,1,6,1,1,"pre","13","roll02hz","control"
"14214",34,1,2,1,1,"pre","13","roll02hz","control"
"14215",35,0,-3,0,1,"pre","13","roll02hz","control"
"14216",36,0,-7,0,1,"pre","13","roll02hz","control"
"14217",37,0,-2,1,0,"pre","13","roll02hz","control"
"14218",38,0,-7,0,1,"pre","13","roll02hz","control"
"14219",39,1,2,1,1,"pre","13","roll02hz","control"
"14220",40,1,3,1,1,"pre","13","roll02hz","control"
"14221",41,1,6,1,1,"pre","13","roll02hz","control"
"14222",42,0,-6,0,1,"pre","13","roll02hz","control"
"14223",43,0,-5,1,0,"pre","13","roll02hz","control"
"14224",44,0,-5,1,0,"pre","13","roll02hz","control"
"14225",45,1,6,1,1,"pre","13","roll02hz","control"
"14226",46,0,-3,0,1,"pre","13","roll02hz","control"
"14227",47,1,4,1,1,"pre","13","roll02hz","control"
"14228",48,1,3,0,0,"pre","13","roll02hz","control"
"14229",49,0,-6,0,1,"pre","13","roll02hz","control"
"14230",50,0,-4,0,1,"pre","13","roll02hz","control"
"14231",51,0,-5,0,1,"pre","13","roll02hz","control"
"14232",52,1,3,1,1,"pre","13","roll02hz","control"
"14233",53,1,7,1,1,"pre","13","roll02hz","control"
"14234",54,1,3,1,1,"pre","13","roll02hz","control"
"14235",55,1,1,0,0,"pre","13","roll02hz","control"
"14236",56,0,-3,0,1,"pre","13","roll02hz","control"
"14237",57,1,3,1,1,"pre","13","roll02hz","control"
"14238",58,0,-7,0,1,"pre","13","roll02hz","control"
"14239",59,1,1,1,1,"pre","13","roll02hz","control"
"14240",60,0,-1,0,1,"pre","13","roll02hz","control"
"14241",61,0,-4,0,1,"pre","13","roll02hz","control"
"14242",62,1,2,1,1,"pre","13","roll02hz","control"
"14243",63,1,5,1,1,"pre","13","roll02hz","control"
"14244",64,1,4,0,0,"pre","13","roll02hz","control"
"14245",65,1,4,1,1,"pre","13","roll02hz","control"
"14246",66,0,-1,1,0,"pre","13","roll02hz","control"
"14247",67,1,1,0,0,"pre","13","roll02hz","control"
"14248",68,1,2,1,1,"pre","13","roll02hz","control"
"14249",69,1,2,1,1,"pre","13","roll02hz","control"
"14250",70,1,6,1,1,"pre","13","roll02hz","control"
"14251",71,1,2,0,0,"pre","13","roll02hz","control"
"14252",72,1,7,1,1,"pre","13","roll02hz","control"
"14253",73,1,5,1,1,"pre","13","roll02hz","control"
"14254",74,1,5,1,1,"pre","13","roll02hz","control"
"14255",75,1,1,1,1,"pre","13","roll02hz","control"
"14256",76,0,-6,0,1,"pre","13","roll02hz","control"
"14257",77,0,-3,1,0,"pre","13","roll02hz","control"
"14258",78,1,7,1,1,"pre","13","roll02hz","control"
"14259",79,1,2,0,0,"pre","13","roll02hz","control"
"14260",80,1,1,0,0,"pre","13","roll02hz","control"
"14261",81,1,4,0,0,"pre","13","roll02hz","control"
"14262",82,1,1,1,1,"pre","13","roll02hz","control"
"14263",83,1,5,0,0,"pre","13","roll02hz","control"
"14264",84,0,-7,0,1,"pre","13","roll02hz","control"
"14265",85,0,-4,1,0,"pre","13","roll02hz","control"
"14266",86,0,-5,0,1,"pre","13","roll02hz","control"
"14267",87,0,-3,1,0,"pre","13","roll02hz","control"
"14268",88,1,6,1,1,"pre","13","roll02hz","control"
"14269",89,0,-3,0,1,"pre","13","roll02hz","control"
"14270",90,1,1,0,0,"pre","13","roll02hz","control"
"14271",91,1,5,0,0,"pre","13","roll02hz","control"
"14272",92,0,-7,0,1,"pre","13","roll02hz","control"
"14273",93,0,-2,1,0,"pre","13","roll02hz","control"
"14274",94,0,-5,0,1,"pre","13","roll02hz","control"
"14275",95,1,3,1,1,"pre","13","roll02hz","control"
"14276",96,0,-2,1,0,"pre","13","roll02hz","control"
"14277",97,1,7,1,1,"pre","13","roll02hz","control"
"14278",98,0,-2,0,1,"pre","13","roll02hz","control"
"14279",99,1,6,1,1,"pre","13","roll02hz","control"
"14280",100,0,-1,1,0,"pre","13","roll02hz","control"
"14281",101,0,-2,1,0,"pre","13","roll02hz","control"
"14282",102,0,-6,0,1,"pre","13","roll02hz","control"
"14283",103,1,7,1,1,"pre","13","roll02hz","control"
"14284",104,0,-1,0,1,"pre","13","roll02hz","control"
"14285",105,1,5,1,1,"pre","13","roll02hz","control"
"14286",106,1,5,1,1,"pre","13","roll02hz","control"
"14287",107,1,3,0,0,"pre","13","roll02hz","control"
"14288",108,1,5,1,1,"pre","13","roll02hz","control"
"14289",109,0,-6,0,1,"pre","13","roll02hz","control"
"14290",110,0,-6,0,1,"pre","13","roll02hz","control"
"14291",111,1,5,1,1,"pre","13","roll02hz","control"
"14292",112,1,5,1,1,"pre","13","roll02hz","control"
"14293",113,1,6,1,1,"pre","13","roll02hz","control"
"14294",114,0,-1,1,0,"pre","13","roll02hz","control"
"14295",115,1,1,1,1,"pre","13","roll02hz","control"
"14296",116,0,-3,1,0,"pre","13","roll02hz","control"
"14297",117,1,6,1,1,"pre","13","roll02hz","control"
"14298",118,1,4,1,1,"pre","13","roll02hz","control"
"14299",119,0,-7,0,1,"pre","13","roll02hz","control"
"14300",120,1,4,1,1,"pre","13","roll02hz","control"
"14301",121,0,-1,0,1,"pre","13","roll02hz","control"
"14302",122,1,4,0,0,"pre","13","roll02hz","control"
"14303",123,1,6,1,1,"pre","13","roll02hz","control"
"14304",124,0,-2,1,0,"pre","13","roll02hz","control"
"14305",125,0,-5,0,1,"pre","13","roll02hz","control"
"14306",126,0,-4,1,0,"pre","13","roll02hz","control"
"14307",127,0,-1,1,0,"pre","13","roll02hz","control"
"14308",128,0,-7,0,1,"pre","13","roll02hz","control"
"14309",129,1,3,1,1,"pre","13","roll02hz","control"
"14310",130,1,1,1,1,"pre","13","roll02hz","control"
"14311",131,0,-6,0,1,"pre","13","roll02hz","control"
"14312",132,1,4,0,0,"pre","13","roll02hz","control"
"14313",133,1,7,1,1,"pre","13","roll02hz","control"
"14314",134,0,-4,1,0,"pre","13","roll02hz","control"
"14315",135,0,-6,0,1,"pre","13","roll02hz","control"
"14316",136,1,4,1,1,"pre","13","roll02hz","control"
"14317",137,0,-4,0,1,"pre","13","roll02hz","control"
"14318",138,1,3,1,1,"pre","13","roll02hz","control"
"14319",139,0,-1,0,1,"pre","13","roll02hz","control"
"14320",140,0,-3,1,0,"pre","13","roll02hz","control"
"14321",1,0,-6,0,1,"pre","13","roll1hz","control"
"14322",2,1,4,1,1,"pre","13","roll1hz","control"
"14323",3,1,6,1,1,"pre","13","roll1hz","control"
"14324",4,0,-2,1,0,"pre","13","roll1hz","control"
"14325",5,1,6,1,1,"pre","13","roll1hz","control"
"14326",6,0,-4,0,1,"pre","13","roll1hz","control"
"14327",7,1,3,1,1,"pre","13","roll1hz","control"
"14328",8,1,1,0,0,"pre","13","roll1hz","control"
"14329",9,0,-6,0,1,"pre","13","roll1hz","control"
"14330",10,0,-1,0,1,"pre","13","roll1hz","control"
"14331",11,1,7,1,1,"pre","13","roll1hz","control"
"14332",12,1,5,1,1,"pre","13","roll1hz","control"
"14333",13,0,-5,0,1,"pre","13","roll1hz","control"
"14334",14,0,-3,0,1,"pre","13","roll1hz","control"
"14335",15,0,-4,0,1,"pre","13","roll1hz","control"
"14336",16,0,-5,0,1,"pre","13","roll1hz","control"
"14337",17,1,5,1,1,"pre","13","roll1hz","control"
"14338",18,0,-3,0,1,"pre","13","roll1hz","control"
"14339",19,0,-6,0,1,"pre","13","roll1hz","control"
"14340",20,0,-2,1,0,"pre","13","roll1hz","control"
"14341",21,0,-3,0,1,"pre","13","roll1hz","control"
"14342",22,0,-4,0,1,"pre","13","roll1hz","control"
"14343",23,0,-1,1,0,"pre","13","roll1hz","control"
"14344",24,0,-2,1,0,"pre","13","roll1hz","control"
"14345",25,1,6,1,1,"pre","13","roll1hz","control"
"14346",26,1,3,1,1,"pre","13","roll1hz","control"
"14347",27,1,4,1,1,"pre","13","roll1hz","control"
"14348",28,0,-7,0,1,"pre","13","roll1hz","control"
"14349",29,1,5,1,1,"pre","13","roll1hz","control"
"14350",30,0,-1,0,1,"pre","13","roll1hz","control"
"14351",31,0,-6,0,1,"pre","13","roll1hz","control"
"14352",32,1,3,1,1,"pre","13","roll1hz","control"
"14353",33,1,2,0,0,"pre","13","roll1hz","control"
"14354",34,1,4,1,1,"pre","13","roll1hz","control"
"14355",35,1,4,1,1,"pre","13","roll1hz","control"
"14356",36,1,1,0,0,"pre","13","roll1hz","control"
"14357",37,1,4,1,1,"pre","13","roll1hz","control"
"14358",38,0,-3,1,0,"pre","13","roll1hz","control"
"14359",39,1,1,1,1,"pre","13","roll1hz","control"
"14360",40,1,7,1,1,"pre","13","roll1hz","control"
"14361",41,0,-1,1,0,"pre","13","roll1hz","control"
"14362",42,0,-5,0,1,"pre","13","roll1hz","control"
"14363",43,1,6,1,1,"pre","13","roll1hz","control"
"14364",44,0,-2,1,0,"pre","13","roll1hz","control"
"14365",45,0,-3,0,1,"pre","13","roll1hz","control"
"14366",46,1,1,0,0,"pre","13","roll1hz","control"
"14367",47,0,-4,0,1,"pre","13","roll1hz","control"
"14368",48,1,5,1,1,"pre","13","roll1hz","control"
"14369",49,1,3,0,0,"pre","13","roll1hz","control"
"14370",50,1,7,1,1,"pre","13","roll1hz","control"
"14371",51,1,2,1,1,"pre","13","roll1hz","control"
"14372",52,0,-7,0,1,"pre","13","roll1hz","control"
"14373",53,1,5,1,1,"pre","13","roll1hz","control"
"14374",54,1,1,1,1,"pre","13","roll1hz","control"
"14375",55,0,-7,0,1,"pre","13","roll1hz","control"
"14376",56,0,-2,1,0,"pre","13","roll1hz","control"
"14377",57,0,-6,1,0,"pre","13","roll1hz","control"
"14378",58,1,7,1,1,"pre","13","roll1hz","control"
"14379",59,0,-4,0,1,"pre","13","roll1hz","control"
"14380",60,0,-2,0,1,"pre","13","roll1hz","control"
"14381",61,0,-3,0,1,"pre","13","roll1hz","control"
"14382",62,1,4,1,1,"pre","13","roll1hz","control"
"14383",63,0,-3,0,1,"pre","13","roll1hz","control"
"14384",64,1,3,1,1,"pre","13","roll1hz","control"
"14385",65,1,4,1,1,"pre","13","roll1hz","control"
"14386",66,1,5,1,1,"pre","13","roll1hz","control"
"14387",67,1,7,1,1,"pre","13","roll1hz","control"
"14388",68,0,-4,0,1,"pre","13","roll1hz","control"
"14389",69,1,3,0,0,"pre","13","roll1hz","control"
"14390",70,0,-4,0,1,"pre","13","roll1hz","control"
"14391",71,0,-7,0,1,"pre","13","roll1hz","control"
"14392",72,1,2,0,0,"pre","13","roll1hz","control"
"14393",73,1,6,1,1,"pre","13","roll1hz","control"
"14394",74,1,2,0,0,"pre","13","roll1hz","control"
"14395",75,0,-7,0,1,"pre","13","roll1hz","control"
"14396",76,1,3,1,1,"pre","13","roll1hz","control"
"14397",77,1,3,1,1,"pre","13","roll1hz","control"
"14398",78,0,-6,0,1,"pre","13","roll1hz","control"
"14399",79,0,-2,1,0,"pre","13","roll1hz","control"
"14400",80,0,-7,0,1,"pre","13","roll1hz","control"
"14401",81,0,-5,0,1,"pre","13","roll1hz","control"
"14402",82,0,-7,0,1,"pre","13","roll1hz","control"
"14403",83,1,6,1,1,"pre","13","roll1hz","control"
"14404",84,0,-4,0,1,"pre","13","roll1hz","control"
"14405",85,0,-7,0,1,"pre","13","roll1hz","control"
"14406",86,1,7,1,1,"pre","13","roll1hz","control"
"14407",87,0,-7,0,1,"pre","13","roll1hz","control"
"14408",88,0,-5,0,1,"pre","13","roll1hz","control"
"14409",89,1,1,0,0,"pre","13","roll1hz","control"
"14410",90,0,-6,0,1,"pre","13","roll1hz","control"
"14411",91,1,2,0,0,"pre","13","roll1hz","control"
"14412",92,1,5,1,1,"pre","13","roll1hz","control"
"14413",93,1,1,1,1,"pre","13","roll1hz","control"
"14414",94,0,-1,1,0,"pre","13","roll1hz","control"
"14415",95,1,2,1,1,"pre","13","roll1hz","control"
"14416",96,0,-1,1,0,"pre","13","roll1hz","control"
"14417",97,0,-6,0,1,"pre","13","roll1hz","control"
"14418",98,1,1,1,1,"pre","13","roll1hz","control"
"14419",99,1,6,1,1,"pre","13","roll1hz","control"
"14420",100,0,-3,1,0,"pre","13","roll1hz","control"
"14421",101,0,-6,0,1,"pre","13","roll1hz","control"
"14422",102,0,-1,1,0,"pre","13","roll1hz","control"
"14423",103,1,2,1,1,"pre","13","roll1hz","control"
"14424",104,1,2,1,1,"pre","13","roll1hz","control"
"14425",105,0,-1,0,1,"pre","13","roll1hz","control"
"14426",106,1,1,0,0,"pre","13","roll1hz","control"
"14427",107,1,3,0,0,"pre","13","roll1hz","control"
"14428",108,0,-5,0,1,"pre","13","roll1hz","control"
"14429",109,1,4,1,1,"pre","13","roll1hz","control"
"14430",110,1,7,1,1,"pre","13","roll1hz","control"
"14431",111,1,4,1,1,"pre","13","roll1hz","control"
"14432",112,0,-3,0,1,"pre","13","roll1hz","control"
"14433",113,0,-7,1,0,"pre","13","roll1hz","control"
"14434",114,0,-5,0,1,"pre","13","roll1hz","control"
"14435",115,1,5,0,0,"pre","13","roll1hz","control"
"14436",116,0,-1,1,0,"pre","13","roll1hz","control"
"14437",117,0,-3,1,0,"pre","13","roll1hz","control"
"14438",118,1,7,1,1,"pre","13","roll1hz","control"
"14439",119,1,6,0,0,"pre","13","roll1hz","control"
"14440",120,0,-4,0,1,"pre","13","roll1hz","control"
"14441",121,0,-5,0,1,"pre","13","roll1hz","control"
"14442",122,1,2,0,0,"pre","13","roll1hz","control"
"14443",123,1,6,1,1,"pre","13","roll1hz","control"
"14444",124,0,-5,0,1,"pre","13","roll1hz","control"
"14445",125,1,7,1,1,"pre","13","roll1hz","control"
"14446",126,0,-2,1,0,"pre","13","roll1hz","control"
"14447",127,0,-2,1,0,"pre","13","roll1hz","control"
"14448",128,1,1,0,0,"pre","13","roll1hz","control"
"14449",129,0,-1,1,0,"pre","13","roll1hz","control"
"14450",130,1,5,0,0,"pre","13","roll1hz","control"
"14451",131,0,-5,0,1,"pre","13","roll1hz","control"
"14452",132,1,5,1,1,"pre","13","roll1hz","control"
"14453",133,0,-2,0,1,"pre","13","roll1hz","control"
"14454",134,0,-4,0,1,"pre","13","roll1hz","control"
"14455",135,1,6,1,1,"pre","13","roll1hz","control"
"14456",136,0,-6,0,1,"pre","13","roll1hz","control"
"14457",137,1,7,0,0,"pre","13","roll1hz","control"
"14458",138,1,4,0,0,"pre","13","roll1hz","control"
"14459",139,1,2,1,1,"pre","13","roll1hz","control"
"14460",140,1,3,1,1,"pre","13","roll1hz","control"
"14461",1,1,4,1,1,"pre","13","yaxis02hz","control"
"14462",2,1,7,1,1,"pre","13","yaxis02hz","control"
"14463",3,1,3,1,1,"pre","13","yaxis02hz","control"
"14464",4,0,-3,0,1,"pre","13","yaxis02hz","control"
"14465",5,1,3,0,0,"pre","13","yaxis02hz","control"
"14466",6,0,-7,0,1,"pre","13","yaxis02hz","control"
"14467",7,1,7,1,1,"pre","13","yaxis02hz","control"
"14468",8,1,3,0,0,"pre","13","yaxis02hz","control"
"14469",9,0,-1,1,0,"pre","13","yaxis02hz","control"
"14470",10,0,-1,0,1,"pre","13","yaxis02hz","control"
"14471",11,1,4,1,1,"pre","13","yaxis02hz","control"
"14472",12,1,2,1,1,"pre","13","yaxis02hz","control"
"14473",13,1,7,0,0,"pre","13","yaxis02hz","control"
"14474",14,0,-5,0,1,"pre","13","yaxis02hz","control"
"14475",15,1,4,0,0,"pre","13","yaxis02hz","control"
"14476",16,0,-1,1,0,"pre","13","yaxis02hz","control"
"14477",17,1,7,1,1,"pre","13","yaxis02hz","control"
"14478",18,0,-6,1,0,"pre","13","yaxis02hz","control"
"14479",19,1,6,1,1,"pre","13","yaxis02hz","control"
"14480",20,1,7,1,1,"pre","13","yaxis02hz","control"
"14481",21,1,5,0,0,"pre","13","yaxis02hz","control"
"14482",22,1,1,0,0,"pre","13","yaxis02hz","control"
"14483",23,0,-2,0,1,"pre","13","yaxis02hz","control"
"14484",24,0,-4,1,0,"pre","13","yaxis02hz","control"
"14485",25,1,4,0,0,"pre","13","yaxis02hz","control"
"14486",26,0,-2,1,0,"pre","13","yaxis02hz","control"
"14487",27,0,-7,1,0,"pre","13","yaxis02hz","control"
"14488",28,0,-2,1,0,"pre","13","yaxis02hz","control"
"14489",29,1,4,0,0,"pre","13","yaxis02hz","control"
"14490",30,1,1,1,1,"pre","13","yaxis02hz","control"
"14491",31,1,6,0,0,"pre","13","yaxis02hz","control"
"14492",32,0,-5,1,0,"pre","13","yaxis02hz","control"
"14493",33,0,-3,0,1,"pre","13","yaxis02hz","control"
"14494",34,0,-5,0,1,"pre","13","yaxis02hz","control"
"14495",35,0,-1,1,0,"pre","13","yaxis02hz","control"
"14496",36,0,-1,0,1,"pre","13","yaxis02hz","control"
"14497",37,1,5,1,1,"pre","13","yaxis02hz","control"
"14498",38,1,5,1,1,"pre","13","yaxis02hz","control"
"14499",39,1,2,1,1,"pre","13","yaxis02hz","control"
"14500",40,0,-3,1,0,"pre","13","yaxis02hz","control"
"14501",41,0,-2,0,1,"pre","13","yaxis02hz","control"
"14502",42,1,5,0,0,"pre","13","yaxis02hz","control"
"14503",43,1,7,1,1,"pre","13","yaxis02hz","control"
"14504",44,1,2,1,1,"pre","13","yaxis02hz","control"
"14505",45,1,1,1,1,"pre","13","yaxis02hz","control"
"14506",46,0,-7,0,1,"pre","13","yaxis02hz","control"
"14507",47,1,3,1,1,"pre","13","yaxis02hz","control"
"14508",48,0,-6,1,0,"pre","13","yaxis02hz","control"
"14509",49,0,-4,0,1,"pre","13","yaxis02hz","control"
"14510",50,1,5,1,1,"pre","13","yaxis02hz","control"
"14511",51,1,7,1,1,"pre","13","yaxis02hz","control"
"14512",52,0,-7,0,1,"pre","13","yaxis02hz","control"
"14513",53,0,-3,1,0,"pre","13","yaxis02hz","control"
"14514",54,1,6,1,1,"pre","13","yaxis02hz","control"
"14515",55,0,-5,0,1,"pre","13","yaxis02hz","control"
"14516",56,0,-1,1,0,"pre","13","yaxis02hz","control"
"14517",57,1,6,0,0,"pre","13","yaxis02hz","control"
"14518",58,1,7,0,0,"pre","13","yaxis02hz","control"
"14519",59,1,7,1,1,"pre","13","yaxis02hz","control"
"14520",60,0,-1,1,0,"pre","13","yaxis02hz","control"
"14521",61,0,-3,1,0,"pre","13","yaxis02hz","control"
"14522",62,1,6,0,0,"pre","13","yaxis02hz","control"
"14523",63,1,5,1,1,"pre","13","yaxis02hz","control"
"14524",64,0,-6,0,1,"pre","13","yaxis02hz","control"
"14525",65,0,-6,0,1,"pre","13","yaxis02hz","control"
"14526",66,0,-4,1,0,"pre","13","yaxis02hz","control"
"14527",67,0,-4,0,1,"pre","13","yaxis02hz","control"
"14528",68,1,5,0,0,"pre","13","yaxis02hz","control"
"14529",69,1,2,0,0,"pre","13","yaxis02hz","control"
"14530",70,1,6,1,1,"pre","13","yaxis02hz","control"
"14531",71,0,-6,1,0,"pre","13","yaxis02hz","control"
"14532",72,0,-2,0,1,"pre","13","yaxis02hz","control"
"14533",73,1,6,1,1,"pre","13","yaxis02hz","control"
"14534",74,0,-4,1,0,"pre","13","yaxis02hz","control"
"14535",75,0,-7,0,1,"pre","13","yaxis02hz","control"
"14536",76,1,3,0,0,"pre","13","yaxis02hz","control"
"14537",77,1,2,0,0,"pre","13","yaxis02hz","control"
"14538",78,1,3,1,1,"pre","13","yaxis02hz","control"
"14539",79,1,6,0,0,"pre","13","yaxis02hz","control"
"14540",80,1,2,1,1,"pre","13","yaxis02hz","control"
"14541",81,0,-2,0,1,"pre","13","yaxis02hz","control"
"14542",82,0,-5,0,1,"pre","13","yaxis02hz","control"
"14543",83,0,-5,0,1,"pre","13","yaxis02hz","control"
"14544",84,1,5,1,1,"pre","13","yaxis02hz","control"
"14545",85,0,-2,1,0,"pre","13","yaxis02hz","control"
"14546",86,1,2,1,1,"pre","13","yaxis02hz","control"
"14547",87,1,3,0,0,"pre","13","yaxis02hz","control"
"14548",88,0,-2,0,1,"pre","13","yaxis02hz","control"
"14549",89,1,3,0,0,"pre","13","yaxis02hz","control"
"14550",90,1,2,1,1,"pre","13","yaxis02hz","control"
"14551",91,1,1,1,1,"pre","13","yaxis02hz","control"
"14552",92,0,-1,1,0,"pre","13","yaxis02hz","control"
"14553",93,0,-5,0,1,"pre","13","yaxis02hz","control"
"14554",94,0,-3,0,1,"pre","13","yaxis02hz","control"
"14555",95,0,-4,1,0,"pre","13","yaxis02hz","control"
"14556",96,0,-5,1,0,"pre","13","yaxis02hz","control"
"14557",97,0,-4,0,1,"pre","13","yaxis02hz","control"
"14558",98,1,6,1,1,"pre","13","yaxis02hz","control"
"14559",99,1,5,0,0,"pre","13","yaxis02hz","control"
