condition,session,block,coherence,stim,response,rt,subject,intensity,stimulus,trial
Neutral,4,3,0,1,0,0.417,21,0,1,37
Neutral,4,3,0.05,-1,0,0.317,21,0.05,0,38
Neutral,4,3,0.4,-1,0,0.217,21,0.4,0,39
Neutral,4,3,0.4,1,1,0.2,21,0.4,1,40
Neutral,4,3,0.2,-1,0,0.267,21,0.2,0,41
Neutral,4,3,0.1,1,0,0.467,21,0.1,1,42
Neutral,4,3,0.6,1,1,0.2,21,0.6,1,43
Neutral,4,3,0.1,-1,0,0.117,21,0.1,0,44
Neutral,4,3,0.05,-1,0,0.15,21,0.05,0,45
Neutral,4,3,0.1,1,0,0.467,21,0.1,1,46
Neutral,4,3,0,-1,1,0.334,21,0,0,47
Neutral,4,3,0,-1,0,0.184,21,0,0,48
Neutral,4,3,0.4,-1,0,0.134,21,0.4,0,49
Neutral,4,3,0.05,-1,0,0.25,21,0.05,0,50
Neutral,4,3,0,1,1,0.25,21,0,1,51
Neutral,4,3,0.6,1,1,0.6,21,0.6,1,52
Neutral,4,3,0,-1,1,0.35,21,0,0,53
Neutral,4,3,0.4,1,1,0.167,21,0.4,1,54
Neutral,4,3,0,-1,0,0.25,21,0,0,55
Neutral,4,3,0.2,1,1,0.184,21,0.2,1,56
Neutral,4,3,0.2,-1,0,0.15,21,0.2,0,57
Neutral,4,3,0.05,1,1,0.317,21,0.05,1,58
Neutral,4,4,0.4,-1,0,0.317,21,0.4,0,1
Neutral,4,4,0.1,-1,0,0.234,21,0.1,0,2
Neutral,4,4,0.6,-1,0,0.15,21,0.6,0,3
Neutral,4,4,0,-1,0,0.267,21,0,0,4
Neutral,4,4,0.4,1,1,0.217,21,0.4,1,5
Neutral,4,4,0.2,1,1,0.25,21,0.2,1,6
Neutral,4,4,0.6,1,1,0.2,21,0.6,1,7
Neutral,4,4,0.05,1,0,0.234,21,0.05,1,8
Neutral,4,4,0,-1,0,0.25,21,0,0,9
Neutral,4,4,0,1,0,0.284,21,0,1,10
Neutral,4,4,0.1,-1,0,0.217,21,0.1,0,11
Neutral,4,4,0.2,1,1,0.234,21,0.2,1,12
Neutral,4,4,0.6,-1,0,0.217,21,0.6,0,13
Neutral,4,4,0.6,-1,0,0.234,21,0.6,0,14
Neutral,4,4,0,-1,0,0.217,21,0,0,15
Neutral,4,4,0.1,1,0,0.2,21,0.1,1,16
Neutral,4,4,0.4,-1,0,0.2,21,0.4,0,17
Neutral,4,4,0.1,-1,0,0.117,21,0.1,0,18
Neutral,4,4,0,1,0,0.134,21,0,1,19
Neutral,4,4,0.6,1,1,0.25,21,0.6,1,20
Neutral,4,4,0,1,0,0.234,21,0,1,21
Neutral,4,4,0,-1,0,0.167,21,0,0,22
Neutral,4,4,0.05,-1,0,0.217,21,0.05,0,23
Neutral,4,4,0.2,-1,0,0.167,21,0.2,0,24
Neutral,4,4,0.2,1,1,0.1,21,0.2,1,25
Neutral,4,4,0.05,-1,0,0.0838,21,0.05,0,26
Neutral,4,4,0.05,1,0,0.25,21,0.05,1,27
Neutral,4,4,0.2,-1,0,0.217,21,0.2,0,28
Neutral,4,4,0,1,0,0.134,21,0,1,29
Neutral,4,4,0.05,-1,0,0.234,21,0.05,0,30
Neutral,4,4,0.2,1,1,0.267,21,0.2,1,31
Neutral,4,4,0.6,1,1,0.184,21,0.6,1,32
Neutral,4,4,0.2,1,1,0.217,21,0.2,1,33
Neutral,4,4,0.1,1,1,0.267,21,0.1,1,34
Neutral,4,4,0.4,1,1,0.134,21,0.4,1,35
Neutral,4,4,0.4,1,1,0.0837,21,0.4,1,36
Neutral,4,4,0.05,-1,0,0.234,21,0.05,0,37
Neutral,4,4,0.2,-1,0,0.234,21,0.2,0,38
Neutral,4,4,0.05,1,0,0.234,21,0.05,1,39
Neutral,4,4,0.6,1,1,0.234,21,0.6,1,40
Neutral,4,4,0.4,1,1,0.217,21,0.4,1,41
Neutral,4,4,0.4,-1,0,0.234,21,0.4,0,42
Neutral,4,4,0.4,1,1,0.184,21,0.4,1,43
Neutral,4,4,0.05,-1,0,0.2,21,0.05,0,44
Neutral,4,4,0.1,1,0,0.234,21,0.1,1,45
Neutral,4,4,0.6,-1,0,0.2,21,0.6,0,46
Neutral,4,4,0.05,1,0,0.2,21,0.05,1,47
Neutral,4,4,0.4,-1,0,0.134,21,0.4,0,48
Neutral,4,4,0.1,1,0,0.234,21,0.1,1,49
Neutral,4,4,0.4,1,1,0.217,21,0.4,1,50
Neutral,4,4,0.05,-1,0,0.217,21,0.05,0,51
Neutral,4,4,0,1,0,0.134,21,0,1,52
Neutral,4,4,0.6,1,1,0.25,21,0.6,1,53
Neutral,4,4,0.1,-1,0,0.2,21,0.1,0,54
Neutral,4,4,0,-1,0,0.267,21,0,0,55
Neutral,4,4,0.2,-1,0,0.217,21,0.2,0,56
Neutral,4,4,0.1,-1,0,0.267,21,0.1,0,57
Neutral,4,4,0.1,1,0,0.317,21,0.1,1,58
Neutral,4,4,0.2,1,1,0.267,21,0.2,1,59
Neutral,4,4,0.6,1,1,0.1,21,0.6,1,60
Neutral,4,5,0.6,-1,0,0.284,21,0.6,0,1
Neutral,4,5,0.6,1,1,0.267,21,0.6,1,2
Neutral,4,5,0.4,-1,0,0.234,21,0.4,0,3
Neutral,4,5,0.6,1,1,0.25,21,0.6,1,4
Neutral,4,5,0.05,1,0,0.25,21,0.05,1,5
Neutral,4,5,0,1,0,0.234,21,0,1,6
Neutral,4,5,0.2,-1,0,0.217,21,0.2,0,7
Neutral,4,5,0.4,-1,0,0.134,21,0.4,0,8
Neutral,4,5,0.05,1,1,1,21,0.05,1,9
Neutral,4,5,0.05,1,0,0.434,21,0.05,1,10
Neutral,4,5,0.2,1,1,0.25,21,0.2,1,11
Neutral,4,5,0.2,-1,0,0.217,21,0.2,0,12
Neutral,4,5,0.4,-1,0,0.25,21,0.4,0,13
Neutral,4,5,0.1,-1,0,0.25,21,0.1,0,14
Neutral,4,5,0.1,-1,0,0.217,21,0.1,0,15
Neutral,4,5,0.6,1,1,0.25,21,0.6,1,16
Neutral,4,5,0.4,1,1,0.134,21,0.4,1,17
Neutral,4,5,0,1,0,0.234,21,0,1,18
Neutral,4,5,0.1,1,1,0.417,21,0.1,1,19
Neutral,4,5,0.6,1,1,0.217,21,0.6,1,20
Neutral,4,5,0,-1,0,0.234,21,0,0,21
Neutral,4,5,0,-1,0,0.184,21,0,0,22
Neutral,4,5,0,-1,0,0.067,21,0,0,23
Neutral,4,5,0.2,-1,0,0.234,21,0.2,0,24
Neutral,4,5,0.05,1,1,0.284,21,0.05,1,25
Neutral,4,5,0.2,1,0,0.317,21,0.2,1,26
Neutral,4,5,0,1,0,0.35,21,0,1,27
Neutral,4,5,0.1,1,0,0.4,21,0.1,1,28
Neutral,4,5,0.2,-1,0,0.267,21,0.2,0,29
Neutral,4,5,0.4,1,1,0.217,21,0.4,1,30
Neutral,4,5,0,-1,1,0.3,21,0,0,31
Neutral,4,5,0,-1,1,0.467,21,0,0,32
Neutral,4,5,0.6,1,1,0.284,21,0.6,1,33
Neutral,4,5,0.05,1,0,0.3,21,0.05,1,34
Neutral,4,5,0.05,-1,1,0.3,21,0.05,0,35
Neutral,4,5,0.2,-1,0,0.3,21,0.2,0,36
Neutral,4,5,0.05,1,0,0.317,21,0.05,1,37
Neutral,4,5,0.4,1,1,0.184,21,0.4,1,38
Neutral,4,5,0.1,-1,0,0.184,21,0.1,0,39
Neutral,4,5,0.4,-1,0,0.234,21,0.4,0,40
Neutral,4,5,0.6,1,1,0.234,21,0.6,1,41
Neutral,4,5,0.4,-1,0,0.117,21,0.4,0,42
Neutral,4,5,0.05,-1,0,0.267,21,0.05,0,43
Neutral,4,5,0.2,1,1,0.567,21,0.2,1,44
Neutral,4,5,0.2,-1,0,0.284,21,0.2,0,45
Neutral,4,5,0,-1,1,0.25,21,0,0,46
Neutral,4,5,0,1,1,0.417,21,0,1,47
Neutral,4,5,0.1,-1,0,0.217,21,0.1,0,48
Neutral,4,5,0.05,1,0,0.317,21,0.05,1,49
Neutral,4,5,0.1,-1,0,0.217,21,0.1,0,50
Neutral,4,5,0.4,1,1,0.25,21,0.4,1,51
Neutral,4,5,0.4,-1,0,0.2,21,0.4,0,52
Neutral,4,5,0.6,-1,0,0.217,21,0.6,0,53
Neutral,4,5,0.1,1,0,0.234,21,0.1,1,54
Neutral,4,5,0.6,1,1,0.267,21,0.6,1,55
Neutral,4,5,0.05,-1,0,0.284,21,0.05,0,56
Neutral,4,5,0.2,-1,0,0.1,21,0.2,0,57
Neutral,4,5,0.1,1,1,0.334,21,0.1,1,58
Neutral,4,5,0.1,-1,0,0.2,21,0.1,0,59
Neutral,4,6,0.4,-1,0,0.285,21,0.4,0,1
Neutral,4,6,0.1,1,0,0.267,21,0.1,1,2
Neutral,4,6,0.1,1,0,0.334,21,0.1,1,3
Neutral,4,6,0.2,1,0,0.3,21,0.2,1,4
Neutral,4,6,0.6,1,1,0.2,21,0.6,1,5
Neutral,4,6,0,-1,0,0.25,21,0,0,6
Neutral,4,6,0,1,0,0.267,21,0,1,7
Neutral,4,6,0.1,-1,0,0.234,21,0.1,0,8
Neutral,4,6,0.05,1,0,0.25,21,0.05,1,9
Neutral,4,6,0.2,-1,0,0.217,21,0.2,0,10
Neutral,4,6,0,1,0,0.267,21,0,1,11
Neutral,4,6,0,1,0,0.217,21,0,1,12
Neutral,4,6,0.1,1,1,0.367,21,0.1,1,13
Neutral,4,6,0.1,-1,0,0.2,21,0.1,0,14
Neutral,4,6,0.6,-1,0,0.25,21,0.6,0,15
Neutral,4,6,0.05,1,0,0.25,21,0.05,1,16
Neutral,4,6,0.2,-1,0,0.184,21,0.2,0,17
Neutral,4,6,0.05,1,0,0.267,21,0.05,1,18
Neutral,4,6,0.2,-1,0,0.25,21,0.2,0,19
Neutral,4,6,0.4,-1,0,0.134,21,0.4,0,20
Neutral,4,6,0.4,-1,0,0.184,21,0.4,0,21
Neutral,4,6,0.05,1,0,0.6,21,0.05,1,22
Neutral,4,6,0.6,1,1,0.217,21,0.6,1,23
Neutral,4,6,0.05,1,0,0.3,21,0.05,1,24
Neutral,4,6,0.6,1,1,0.217,21,0.6,1,25
Neutral,4,6,0.1,1,1,0.234,21,0.1,1,26
Neutral,4,6,0.05,-1,1,0.234,21,0.05,0,27
Neutral,4,6,0.4,-1,0,0.267,21,0.4,0,28
Neutral,4,6,0.2,1,0,0.3,21,0.2,1,29
Neutral,4,6,0.05,1,0,0.0506,21,0.05,1,30
Neutral,4,6,0.05,1,0,0.217,21,0.05,1,31
Neutral,4,6,0,1,0,0.284,21,0,1,32
Neutral,4,6,0.2,1,1,0.334,21,0.2,1,33
Neutral,4,6,0.6,1,1,0.217,21,0.6,1,34
Neutral,4,6,0.05,-1,1,0.201,21,0.05,0,35
Neutral,4,6,0.2,-1,0,0.2,21,0.2,0,36
Neutral,4,6,0.1,-1,0,0.167,21,0.1,0,37
Neutral,4,6,0.1,1,0,0.2,21,0.1,1,38
Neutral,4,6,0.4,1,1,0.15,21,0.4,1,39
Neutral,4,6,0,-1,0,0.234,21,0,0,40
Neutral,4,6,0,-1,0,0.2,21,0,0,41
Neutral,4,6,0.4,-1,0,0.15,21,0.4,0,42
Neutral,4,6,0.2,-1,0,0.167,21,0.2,0,43
Neutral,4,6,0.6,1,1,0.217,21,0.6,1,44
Neutral,4,6,0.2,-1,0,0.117,21,0.2,0,45
Neutral,4,6,0.4,1,1,0.15,21,0.4,1,46
Neutral,4,6,0.2,1,0,0.284,21,0.2,1,47
Neutral,4,6,0.05,1,0,0.3,21,0.05,1,48
Neutral,4,6,0.1,-1,0,0.15,21,0.1,0,49
Neutral,4,6,0.6,1,1,0.0505,21,0.6,1,50
Neutral,4,6,0.1,1,0,0.317,21,0.1,1,51
Neutral,4,6,0,-1,0,0.15,21,0,0,52
Neutral,4,6,0.6,-1,0,0.5,21,0.6,0,53
Neutral,4,6,0.6,-1,0,0.167,21,0.6,0,54
Neutral,4,6,0.4,-1,0,0.117,21,0.4,0,55
Neutral,4,6,0.6,1,1,0.117,21,0.6,1,56
Neutral,4,6,0.4,-1,0,0.15,21,0.4,0,57
Neutral,4,6,0,-1,0,0.217,21,0,0,58
Neutral,4,6,0.4,-1,0,0.117,21,0.4,0,59
Neutral,4,6,0,1,0,0.184,21,0,1,60
Neutral,4,7,0.2,-1,0,0.25,21,0.2,0,1
Neutral,4,7,0.1,-1,0,0.3,21,0.1,0,2
Neutral,4,7,0.1,1,0,0.284,21,0.1,1,3
Neutral,4,7,0.1,-1,1,0.284,21,0.1,0,4
Neutral,4,7,0,1,0,0.317,21,0,1,5
Neutral,4,7,0.05,-1,0,0.3,21,0.05,0,6
Neutral,4,7,0.4,1,1,0.234,21,0.4,1,7
Neutral,4,7,0.1,1,0,0.3,21,0.1,1,8
Neutral,4,7,0.05,1,0,0.284,21,0.05,1,9
Neutral,4,7,0,1,0,0.3,21,0,1,10
Neutral,4,7,0.1,1,0,0.317,21,0.1,1,11
Neutral,4,7,0.4,-1,0,0.2,21,0.4,0,12
Neutral,4,7,0.1,-1,0,0.184,21,0.1,0,13
Neutral,4,7,0.2,-1,0,0.25,21,0.2,0,14
Neutral,4,7,0.6,1,1,0.184,21,0.6,1,15
Neutral,4,7,0,-1,0,0.15,21,0,0,16
Neutral,4,7,0.05,-1,0,0.1,21,0.05,0,17
Neutral,4,7,0.4,-1,0,0.2,21,0.4,0,18
Neutral,4,7,0.4,1,1,0.184,21,0.4,1,19
Neutral,4,7,0.2,1,1,0.15,21,0.2,1,20
Neutral,4,7,0.4,-1,0,0.134,21,0.4,0,21
Neutral,4,7,0.6,1,1,0.184,21,0.6,1,22
Neutral,4,7,0.2,1,1,0.234,21,0.2,1,23
Neutral,4,7,0,-1,1,0.234,21,0,0,24
Neutral,4,7,0.05,-1,0,0.317,21,0.05,0,25
Neutral,4,7,0.05,-1,0,0.167,21,0.05,0,26
Neutral,4,7,0,-1,0,0.45,21,0,0,27
Neutral,4,7,0.6,1,1,0.184,21,0.6,1,28
Neutral,4,7,0.1,1,1,0.134,21,0.1,1,29
Neutral,4,7,0.05,-1,0,0.167,21,0.05,0,30
Neutral,4,7,0,-1,0,0.284,21,0,0,31
Neutral,4,7,0.05,-1,1,0.3,21,0.05,0,32
Neutral,4,7,0.05,-1,0,0.0837,21,0.05,0,33
Neutral,4,7,0.2,-1,0,0.217,21,0.2,0,34
Neutral,4,7,0.05,1,0,0.167,21,0.05,1,35
Neutral,4,7,0.1,1,0,0.15,21,0.1,1,36
Neutral,4,7,0,-1,0,0.217,21,0,0,37
Neutral,4,7,0.2,-1,0,0.217,21,0.2,0,38
Neutral,4,7,0.6,1,1,0.217,21,0.6,1,39
Neutral,4,7,0.2,-1,0,0.167,21,0.2,0,40
Neutral,4,7,0.4,1,1,0.2,21,0.4,1,41
Neutral,4,7,0.2,-1,0,0.1,21,0.2,0,42
Neutral,4,7,0,-1,0,0.167,21,0,0,43
Neutral,4,7,0.6,1,1,0.284,21,0.6,1,44
Neutral,4,7,0.05,1,0,0.184,21,0.05,1,45
Neutral,4,7,0.4,1,1,0.234,21,0.4,1,46
Neutral,4,7,0.6,1,1,0.234,21,0.6,1,47
Neutral,4,7,0.1,1,0,0.217,21,0.1,1,48
Neutral,4,7,0.6,-1,0,0.117,21,0.6,0,49
Neutral,4,7,0,1,0,0.234,21,0,1,50
Neutral,4,7,0.4,-1,0,0.2,21,0.4,0,51
Neutral,4,7,0.4,-1,0,0.2,21,0.4,0,52
Neutral,4,7,0,-1,0,0.15,21,0,0,53
Neutral,4,7,0.2,1,1,0.2,21,0.2,1,54
Neutral,4,7,0.6,-1,0,0.217,21,0.6,0,55
Neutral,4,7,0.1,1,0,0.167,21,0.1,1,56
Neutral,4,7,0.6,-1,0,0.117,21,0.6,0,57
Neutral,4,8,0.4,1,1,0.234,21,0.4,1,1
Neutral,4,8,0.4,1,1,0.2,21,0.4,1,2
Neutral,4,8,0.2,1,1,0.134,21,0.2,1,3
Neutral,4,8,0.4,-1,0,0.217,21,0.4,0,4
Neutral,4,8,0,1,0,0.184,21,0,1,5
Neutral,4,8,0.05,1,0,0.2,21,0.05,1,6
Neutral,4,8,0.1,-1,0,0.0505,21,0.1,0,7
Neutral,4,8,0.2,1,1,0.267,21,0.2,1,8
Neutral,4,8,0,-1,0,0.184,21,0,0,9
Neutral,4,8,0.2,1,1,0.117,21,0.2,1,10
Neutral,4,8,0,-1,0,0.184,21,0,0,11
Neutral,4,8,0.2,1,1,0.3,21,0.2,1,12
Neutral,4,8,0.4,-1,0,0.234,21,0.4,0,13
Neutral,4,8,0.05,-1,0,0.234,21,0.05,0,14
Neutral,4,8,0.05,-1,0,0.117,21,0.05,0,15
Neutral,4,8,0.05,-1,0,0.217,21,0.05,0,16
Neutral,4,8,0.1,1,0,0.15,21,0.1,1,17
Neutral,4,8,0.1,-1,0,0.267,21,0.1,0,18
Neutral,4,8,0.1,-1,0,0.234,21,0.1,0,19
Neutral,4,8,0,-1,0,0.25,21,0,0,20
Neutral,4,8,0,1,0,0.334,21,0,1,21
Neutral,4,8,0.05,1,1,0.25,21,0.05,1,22
Neutral,4,8,0.6,1,1,0.217,21,0.6,1,23
Neutral,4,8,0.05,1,0,0.267,21,0.05,1,24
Neutral,4,8,0.6,-1,0,0.134,21,0.6,0,25
Neutral,4,8,0.05,-1,0,0.25,21,0.05,0,26
Neutral,4,8,0.4,1,1,0.267,21,0.4,1,27
Neutral,4,8,0.4,-1,0,0.484,21,0.4,0,28
Neutral,4,8,0.05,1,0,0.317,21,0.05,1,29
Neutral,4,8,0.1,-1,0,0.167,21,0.1,0,30
Neutral,4,8,0.6,-1,0,0.367,21,0.6,0,31
Neutral,4,8,0.6,1,1,0.184,21,0.6,1,32
Neutral,4,8,0.1,-1,0,0.0836,21,0.1,0,33
Neutral,4,8,0.6,1,1,0.15,21,0.6,1,34
Neutral,4,8,0.2,-1,0,0.234,21,0.2,0,35
Neutral,4,8,0.6,-1,0,0.217,21,0.6,0,36
Neutral,4,8,0.1,-1,0,0.267,21,0.1,0,37
Neutral,4,8,0.1,-1,0,0.25,21,0.1,0,38
Neutral,4,8,0.05,-1,0,0.134,21,0.05,0,39
Neutral,4,8,0.6,-1,0,0.2,21,0.6,0,40
Neutral,4,8,0.2,1,1,0.25,21,0.2,1,41
Neutral,4,8,0.4,1,1,0.35,21,0.4,1,42
Neutral,4,8,0,1,1,0.217,21,0,1,43
Neutral,4,8,0.6,1,1,0.167,21,0.6,1,44
Neutral,4,8,0,1,1,0.417,21,0,1,45
Neutral,4,8,0.4,-1,0,0.267,21,0.4,0,46
Neutral,4,8,0,-1,0,0.334,21,0,0,47
Neutral,4,8,0.05,1,1,0.267,21,0.05,1,48
Neutral,4,8,0,1,0,0.317,21,0,1,49
Neutral,4,8,0.2,-1,0,0.234,21,0.2,0,50
Neutral,4,8,0.1,-1,0,0.217,21,0.1,0,51
Neutral,4,8,0.4,-1,0,0.117,21,0.4,0,52
Neutral,4,8,0.2,-1,1,0.217,21,0.2,0,53
Neutral,4,8,0.4,-1,0,0.234,21,0.4,0,54
Neutral,4,8,0,1,0,0.234,21,0,1,55
Neutral,4,8,0.2,-1,0,0.234,21,0.2,0,56
Neutral,4,8,0.1,1,0,0.25,21,0.1,1,57
Neutral,4,8,0.2,1,1,0.3,21,0.2,1,58
Neutral,4,8,0.6,-1,0,0.217,21,0.6,0,59
Neutral,4,8,0.6,-1,0,0.167,21,0.6,0,60
Neutral,4,9,0,1,0,0.484,21,0,1,1
Neutral,4,9,0.05,-1,0,0.317,21,0.05,0,2
Neutral,4,9,0.6,-1,0,0.217,21,0.6,0,3
Neutral,4,9,0.05,-1,0,0.2,21,0.05,0,4
Neutral,4,9,0.05,-1,0,0.25,21,0.05,0,5
Neutral,4,9,0.1,-1,0,0.417,21,0.1,0,6
Neutral,4,9,0.05,-1,1,0.417,21,0.05,0,7
Neutral,4,9,0.4,1,1,0.2,21,0.4,1,8
Neutral,4,9,0.1,-1,1,0.617,21,0.1,0,9
Neutral,4,9,0.05,-1,0,0.284,21,0.05,0,10
Neutral,4,9,0.2,1,0,0.25,21,0.2,1,11
Neutral,4,9,0.1,-1,0,0.267,21,0.1,0,12
Neutral,4,9,0,1,1,0.367,21,0,1,13
Neutral,4,9,0.6,-1,0,0.184,21,0.6,0,14
Neutral,4,9,0.2,1,1,0.234,21,0.2,1,15
Neutral,4,9,0.05,1,1,0.184,21,0.05,1,16
Neutral,4,9,0.1,1,0,0.267,21,0.1,1,17
Neutral,4,9,0.4,1,1,0.15,21,0.4,1,18
Neutral,4,9,0.05,1,1,0.2,21,0.05,1,19
Neutral,4,9,0.4,-1,0,0.101,21,0.4,0,20
Neutral,4,9,0.2,-1,0,0.15,21,0.2,0,21
Neutral,4,9,0.4,-1,0,0.167,21,0.4,0,22
Neutral,4,9,0,1,0,0.317,21,0,1,23
Neutral,4,9,0.4,-1,0,0.234,21,0.4,0,24
Neutral,4,9,0.6,-1,0,0.134,21,0.6,0,25
Neutral,4,9,0.2,-1,0,0.167,21,0.2,0,26
Neutral,4,9,0.4,1,1,0.234,21,0.4,1,27
Neutral,4,9,0.2,1,1,0.184,21,0.2,1,28
Neutral,4,9,0.6,-1,0,0.0838,21,0.6,0,29
Neutral,4,9,0.2,-1,0,0.284,21,0.2,0,30
Neutral,4,9,0.4,1,1,0.234,21,0.4,1,31
Neutral,4,9,0,1,0,0.217,21,0,1,32
Neutral,4,9,0.05,-1,0,0.217,21,0.05,0,33
Neutral,4,9,0.6,1,1,0.0337,21,0.6,1,34
Neutral,4,9,0,-1,0,0.217,21,0,0,35
Neutral,4,9,0,1,1,0.3,21,0,1,36
Neutral,4,9,0.2,1,1,0.15,21,0.2,1,37
Neutral,4,9,0.1,-1,1,0.3,21,0.1,0,38
Neutral,4,9,0.6,-1,0,0.217,21,0.6,0,39
Neutral,4,9,0.6,-1,0,0.15,21,0.6,0,40
Neutral,4,9,0.6,1,1,0.167,21,0.6,1,41
Neutral,4,9,0.05,1,1,0.267,21,0.05,1,42
Neutral,4,9,0,1,0,0.334,21,0,1,43
Neutral,4,9,0.1,1,1,0.267,21,0.1,1,44
Neutral,4,9,0,1,0,0.234,21,0,1,45
Neutral,4,9,0.2,-1,0,0.267,21,0.2,0,46
Neutral,4,9,0.6,1,1,0.101,21,0.6,1,47
Neutral,4,9,0.1,1,1,0.234,21,0.1,1,48
Neutral,4,9,0,-1,1,0.167,21,0,0,49
Neutral,4,9,0.1,-1,0,0.167,21,0.1,0,50
Neutral,4,9,0.05,1,0,0.3,21,0.05,1,51
Neutral,4,9,0.1,1,1,0.234,21,0.1,1,52
Neutral,4,9,0.2,1,0,0.234,21,0.2,1,53
Neutral,4,9,0.1,1,0,0.217,21,0.1,1,54
Neutral,4,9,0.2,-1,0,0.184,21,0.2,0,55
Neutral,4,9,0.4,-1,0,0.067,21,0.4,0,56
Neutral,4,9,0.4,-1,0,0.134,21,0.4,0,57
Neutral,4,9,0.4,1,1,0.2,21,0.4,1,58
Neutral,4,9,0.6,1,1,0.1,21,0.6,1,59
Neutral,4,9,0,1,0,0.2,21,0,1,60
Neutral,4,10,0.2,-1,0,0.284,21,0.2,0,1
Neutral,4,10,0.6,-1,0,0.234,21,0.6,0,2
Neutral,4,10,0.4,1,1,0.55,21,0.4,1,3
Neutral,4,10,0.4,1,1,0.234,21,0.4,1,4
Neutral,4,10,0.1,-1,1,0.217,21,0.1,0,5
Neutral,4,10,0.2,-1,0,0.25,21,0.2,0,6
Neutral,4,10,0.4,-1,1,0.184,21,0.4,0,7
Neutral,4,10,0.1,-1,1,0.15,21,0.1,0,8
Neutral,4,10,0.05,1,0,0.134,21,0.05,1,9
Neutral,4,10,0.6,-1,0,0.117,21,0.6,0,10
Neutral,4,10,0.05,1,1,0.217,21,0.05,1,11
Neutral,4,10,0.6,-1,0,0.15,21,0.6,0,12
Neutral,4,10,0.1,-1,0,0.25,21,0.1,0,13
Neutral,4,10,0.2,-1,0,0.2,21,0.2,0,14
Neutral,4,10,0.6,1,1,0.217,21,0.6,1,15
Neutral,4,10,0.05,-1,0,0.234,21,0.05,0,16
Neutral,4,10,0,-1,0,0.184,21,0,0,17
Neutral,4,10,0.4,1,1,0.234,21,0.4,1,18
Neutral,4,10,0,-1,0,0.151,21,0,0,19
Neutral,4,10,0.05,-1,0,0.0671,21,0.05,0,20
Neutral,4,10,0.6,-1,0,0.217,21,0.6,0,21
Neutral,4,10,0.2,1,1,0.184,21,0.2,1,22
Neutral,4,10,0,-1,1,0.2,21,0,0,23
Neutral,4,10,0.2,1,0,0.234,21,0.2,1,24
Neutral,4,10,0.2,-1,0,0.334,21,0.2,0,25
Neutral,4,10,0.6,1,1,0.1,21,0.6,1,26
Neutral,4,10,0.05,1,0,0.217,21,0.05,1,27
Neutral,4,10,0.6,-1,0,0.2,21,0.6,0,28
Neutral,4,10,0.2,-1,0,0.267,21,0.2,0,29
Neutral,4,10,0.1,1,0,0.25,21,0.1,1,30
Neutral,4,10,0.05,-1,0,0.217,21,0.05,0,31
Neutral,4,10,0.2,-1,0,0.217,21,0.2,0,32
Neutral,4,10,0.4,-1,0,0.217,21,0.4,0,33
Neutral,4,10,0.4,1,1,0.201,21,0.4,1,34
Neutral,4,10,0.1,1,0,0.184,21,0.1,1,35
Neutral,4,10,0.1,-1,0,0.217,21,0.1,0,36
Neutral,4,10,0.6,1,1,0.15,21,0.6,1,37
Neutral,4,10,0,1,0,0.117,21,0,1,38
Neutral,4,10,0,-1,0,0.234,21,0,0,39
Neutral,4,10,0.1,-1,0,0.2,21,0.1,0,40
Neutral,4,10,0.2,-1,0,0.267,21,0.2,0,41
Neutral,4,10,0.4,-1,0,0.134,21,0.4,0,42
Neutral,4,10,0,1,0,0.2,21,0,1,43
Neutral,4,10,0.4,1,1,0.1,21,0.4,1,44
Neutral,4,10,0.1,1,0,0.184,21,0.1,1,45
Neutral,4,10,0.4,1,1,0.184,21,0.4,1,46
Neutral,4,10,0.1,-1,0,0.117,21,0.1,0,47
Neutral,4,10,0,-1,0,0.25,21,0,0,48
Neutral,4,10,0.05,1,1,0.367,21,0.05,1,49
Neutral,4,10,0.2,-1,0,0.234,21,0.2,0,50
Neutral,4,10,0.1,1,0,0.234,21,0.1,1,51
Neutral,4,10,0.4,-1,0,0.134,21,0.4,0,52
Neutral,4,10,0.6,1,1,0.234,21,0.6,1,53
Neutral,4,10,0.05,-1,0,0.2,21,0.05,0,54
Neutral,4,10,0.05,1,0,0.234,21,0.05,1,55
Neutral,4,10,0.05,-1,0,0.217,21,0.05,0,56
Neutral,1,1,0.2,-1,1,0.785,23,0.2,0,1
Neutral,1,1,0,-1,1,1.18,23,0,0,2
Neutral,1,1,0.6,-1,0,0.484,23,0.6,0,3
Neutral,1,1,0.1,-1,0,1.07,23,0.1,0,4
Neutral,1,1,0.2,-1,0,0.617,23,0.2,0,5
Neutral,1,1,0.6,-1,0,0.467,23,0.6,0,6
Neutral,1,1,0.4,-1,0,0.55,23,0.4,0,7
Neutral,1,1,0.6,-1,0,0.584,23,0.6,0,8
Neutral,1,1,0.2,1,1,0.934,23,0.2,1,9
Neutral,1,1,0.2,-1,0,1.12,23,0.2,0,10
Neutral,1,1,0.05,-1,1,1.15,23,0.05,0,11
Neutral,1,1,0.1,-1,0,0.9,23,0.1,0,12
Neutral,1,1,0,-1,1,0.634,23,0,0,13
Neutral,1,1,0.05,1,1,0.7,23,0.05,1,14
Neutral,1,1,0.6,-1,0,0.733,23,0.6,0,15
Neutral,1,1,0.4,1,1,0.434,23,0.4,1,16
Neutral,1,1,0.4,1,1,0.467,23,0.4,1,17
Neutral,1,1,0.1,-1,1,1.02,23,0.1,0,18
